#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Crying Lightning","Arctic Monkeys",75,107,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Humbug",2009-08-20,03:44,50,89,1,0,67,0,20,-4,E Minor,4,2023-10-11,6wVWJl64yoTzU27EI8ep20,"Domino Recording Co",9A,https://p.scdn.co/mp3-preview/2c7443ba5baef95ba1c1af1c8852e2365a083915?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f65d720a5d70dbb93e96d528
2,"Buzzcut Season","Lorde",73,111,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Pure Heroine",2013-09-27,04:06,73,62,61,31,25,0,10,-11,C♯/D♭ Major,4,2023-10-11,51QEyJI5M7uyd8DOh9tqQY,"Universal Music New Zealand Limited",3B,,https://i.scdn.co/image/ab67616d00004851187331e276c898d39764cc98
3,"Ode To The Mets","The Strokes",69,92,"alternative rock, garage rock, modern rock, permanent wave, rock","Rock","The New Abnormal",2020-04-10,05:51,43,62,34,18,20,0,10,-5,C♯/D♭ Minor,4,2023-10-11,1BLOVHYYlH4JUHQGcpt75R,"Cult Records/RCA Records",12A,https://p.scdn.co/mp3-preview/f5b6d13e2e4f3828dd3d70c2110ae9522c8e8732?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bfa99afb5ef0d26d5064b23b
4,"Instant Crush (feat. Julian Casablancas)","Daft Punk,Julian Casablancas",78,110,"electro, filter house, rock, indie rock","Hip Hop, Electronic, Rock","Random Access Memories",2013-05-20,05:37,78,59,4,62,52,0,0,-10,A#/B♭ Minor,4,2023-10-11,2cGxRwrMyEAp8dEbuZaVv6,"Columbia",3A,https://p.scdn.co/mp3-preview/a52d000457fc91fdb18bfaa1f690c82bf7b1a036?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b9b36b0e22870b9f542d937
5,"I Know The End","Phoebe Bridgers",0,111,"indie pop, la indie, pov: indie","Pop","Punisher",2020-06-18,05:44,33,32,32,2,26,0,20,-10,C♯/D♭ Major,4,2023-10-11,3cr3oAP4bQFNjZBV7ElKaB,"Dead Oceans",3B,,https://i.scdn.co/image/ab67616d000048513040ca980277cf1445934add
6,"Taro","alt-J",0,172,"indie rock, indietronica, modern alternative rock, modern rock, rock","Rock, Pop","An Awesome Wave",2012-05-28,05:14,35,48,77,0,29,0,0,-11,F Major,4,2023-10-11,36ylLzMtvJ2CItc7bN4TcF,"Infectious",7B,,https://i.scdn.co/image/ab67616d00004851d381b6e0d9ffb31c47080079
7,"Close Your Eyes","The All-American Rejects",41,92,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge","Metal, Rock, Folk/Acoustic, Pop","Sweat",2017-07-07,04:27,47,63,7,0,8,0,0,-8,C♯/D♭ Major,4,2023-10-11,4HM8tkHTQ6JVSMfsJOrcAW,"Interscope",3B,,https://i.scdn.co/image/ab67616d0000485167b0553c5c2f81c5639b1be7
8,"Hold No Grudge - Bonus Track","Lorde",51,155,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Solar Power (Deluxe Edition)",2021-11-05,04:28,66,34,88,0,49,20,0,-13,G Major,4,2023-10-11,188rKyWMsC4WsKKZ85lnUO,"Universal Music New Zealand Limited",9B,,https://i.scdn.co/image/ab67616d00004851a5603d487cfa2c30a05cdfaa
9,"Balaclava","Arctic Monkeys",63,138,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Favourite Worst Nightmare",2007-04-22,02:51,41,81,0,0,76,0,30,-4,B Minor,4,2023-10-11,0ftMOhVfFm5Wbs5sZdEtsC,"Domino Recording Co",10A,https://p.scdn.co/mp3-preview/22baa82ce604d71a3a5747e2987a1ac682200cc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
10,"Keep On","Portugal. The Man",47,140,"indie rock, indietronica, modern alternative rock, modern rock","Rock, Pop","Woodstock",2017-06-16,03:23,67,68,25,5,78,0,0,-7,C Major,4,2023-10-11,4wnqFGTV4268VQgCG1jn7J,"Atlantic Records",8B,https://p.scdn.co/mp3-preview/f89a7581838ff42ad792c5e94d944be5e42f88e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851af52c228c9619ff6298b08cd
11,"Ribs","Lorde",0,128,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Pure Heroine (Extended)",2013-01-01,04:18,51,47,53,61,4,0,10,-9,E Major,4,2023-10-11,0TEekvXTomKt3hdXDZxxeW,"Universal Music New Zealand Limited",12B,,https://i.scdn.co/image/ab67616d0000485133a859e36fdc9a27ed86516e
12,"honey","Halsey",56,160,"electropop, etherpop, indie poptimism, pop","Pop","If I Can’t Have Love, I Want Power",2021-08-27,02:53,47,86,0,0,39,0,0,-5,A Major,4,2023-10-11,7p58AJeuaFSUHTnPe5NFaf,"Capitol Records",11B,,https://i.scdn.co/image/ab67616d000048511f9f8d93bf43b569817af0a4
13,"Sweat","The All-American Rejects",51,135,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge","Metal, Rock, Folk/Acoustic, Pop","Sweat",2017-07-07,03:03,65,51,0,0,70,0,0,-4,F Major,3,2023-10-11,398yyQgNK4gUDUONBlQOYa,"Interscope",7B,,https://i.scdn.co/image/ab67616d0000485167b0553c5c2f81c5639b1be7
14,"Fluorescent Adolescent","Arctic Monkeys",81,112,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Favourite Worst Nightmare",2007-04-22,03:03,65,83,0,0,79,0,10,-5,C♯/D♭ Minor,4,2023-10-11,2x8evxqUlF0eRabbW2JBJd,"Domino Recording Co",12A,https://p.scdn.co/mp3-preview/bd2ab6609fef9aa8cc35c75739d89dc5a72bfc80?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
15,"One Point Perspective","Arctic Monkeys",60,77,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Tranquility Base Hotel & Casino",2018-05-10,03:28,71,59,6,0,84,0,10,-5,G#/A♭ Major,4,2023-10-11,1t67WYNfUxfOiwaz7SJ66b,"Domino Recording Co",4B,https://p.scdn.co/mp3-preview/190402eb77ace850d443ea88cf56f8850acce30b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518895ff0f90525f4aa9437c27
16,"Now That You're Gone","The Raconteurs",36,200,"alternative rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, rock, supergroup","Rock, Blues","Sunday Driver / Now That You're Gone",2018-12-19,03:56,51,33,26,16,50,0,0,-13,G Major,3,2023-10-11,0t3BGP2os4LjXL9TVQn6O0,"Third Man Records",9B,https://p.scdn.co/mp3-preview/7c968256d1a29a8abec42fc6a2d17832555664d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516bc31f276bcec69ea2e9d7fc
17,"Teddy Picker","Arctic Monkeys",74,150,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Favourite Worst Nightmare",2007-04-22,02:45,64,96,0,0,82,0,0,-5,A Major,4,2023-10-11,5kxVyCgEUND7E2QKG7JmoF,"Domino Recording Co",11B,https://p.scdn.co/mp3-preview/feed65a5c2455b55a20984fad39134b992af239a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
18,"Kathleen","Catfish and the Bottlemen",70,138,"modern alternative rock, modern rock, stomp pop, welsh rock","Rock, Pop","The Balcony",2014-09-15,02:40,49,89,0,0,60,0,40,-5,B Minor,4,2023-10-11,1MHYAqWWdDRePmnqORynrq,"Universal-Island Records Ltd.",10A,,https://i.scdn.co/image/ab67616d00004851b87da477ad10e87b09b88d1e
19,"A Certain Romance","Arctic Monkeys",67,138,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Whatever People Say I Am, That's What I'm Not",2006-01-29,05:31,46,88,0,0,20,0,10,-6,B Major,4,2023-10-11,0eDQj41kzBhMKQIkTt6OJR,"Domino Recording Co",1B,https://p.scdn.co/mp3-preview/f41b31b8c484bdae6b230721c1ee5a0917427b16?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b3fa88bdd4af566fbbf2bbf
20,"Sober","Lorde",61,108,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Melodrama",2017-06-16,03:17,80,47,17,0,52,10,10,-10,F#/G♭ Major,4,2023-10-11,7eElVgPcxDqmgGrSwVFI74,"Universal Music New Zealand Limited",2B,,https://i.scdn.co/image/ab67616d00004851f8553e18a11209d4becd0336
21,"Time - 2011 Remastered Version","Pink Floyd",66,122,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock","Rock","The Dark Side Of The Moon (2011 Remastered Version)",1973-03-01,07:02,36,45,45,0,37,0,10,-14,A Major,4,2023-10-11,4xHWH1jwV5j4mBYRhxPbwZ,"Pink Floyd Records",11B,https://p.scdn.co/mp3-preview/b3e06c3ba9a2aa49c0139f176121d519b09af06f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3709135d1005baa36939d80
22,"Wish You Were Here - 2011 Remaster","Pink Floyd",66,121,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock","Rock","Wish You Were Here (Remastered Version)",1975-09-12,05:04,50,19,73,0,29,0,20,-20,G Major,4,2023-10-11,7aE5WXu5sFeNRh3Z05wwu4,"Pink Floyd Records",9B,https://p.scdn.co/mp3-preview/5bb42b139a36eb17690ab2be1e38aead047aed88?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851df3aa3f27dfda3285ca7a2e5
23,"Dangerous Animals","Arctic Monkeys",58,125,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Humbug",2009-08-20,03:30,34,92,1,0,53,10,20,-5,D#/E♭ Major,4,2023-10-11,0pdp3VrR4WQaswf0GyT0Y0,"Domino Recording Co",5B,https://p.scdn.co/mp3-preview/4704186573b22fe47a25a2a9507941e2e839bc38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f65d720a5d70dbb93e96d528
24,"My Mistakes Were Made For You","The Last Shadow Puppets,Alex Turner,Miles Kane",32,98,"baroque pop, modern rock, sheffield indie, british indie rock, garage rock","Pop, Rock","My Mistakes Were Made For You",2008-10-20,03:06,30,91,3,0,76,0,30,-5,D Minor,4,2023-10-11,1tqHnUh1Ug12C9JuSq1Fg8,"Domino Recording Co",7A,https://p.scdn.co/mp3-preview/51ad2ac45377c9791cc68b8ec9aa444f8b6178b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851976eab1ea879cdd3d54b1feb
25,"Do Me a Favour","Arctic Monkeys",69,180,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Favourite Worst Nightmare",2007-04-22,03:29,47,74,0,6,62,0,0,-7,B Minor,4,2023-10-11,2BqfIlpahcebJPeu1IUTEo,"Domino Recording Co",10A,https://p.scdn.co/mp3-preview/1d7970098394c3b0a523401104c7b3619c5dc399?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
26,"everything i wanted","Billie Eilish",86,120,"art pop, pop","Pop","everything i wanted",2019-11-13,04:05,70,23,90,66,24,10,10,-14,F#/G♭ Minor,4,2023-10-11,3ZCTVFBt2Brf31RLEnCkWJ,"Darkroom/Interscope Records",11A,,https://i.scdn.co/image/ab67616d00004851f2248cf6dad1d6c062587249
27,"Matilda","alt-J",0,148,"indie rock, indietronica, modern alternative rock, modern rock, rock","Rock, Pop","An Awesome Wave",2012-05-28,03:48,58,68,79,40,28,0,10,-9,D Major,4,2023-10-11,4qx6KUiBAsuZB9ubcreapu,"Infectious",10B,,https://i.scdn.co/image/ab67616d00004851d381b6e0d9ffb31c47080079
28,"Standing Next To Me","The Last Shadow Puppets,Alex Turner,Miles Kane",64,183,"baroque pop, modern rock, sheffield indie, british indie rock, garage rock","Pop, Rock","The Age Of The Understatement",2008-04-19,02:22,32,95,0,0,57,10,20,-6,A Minor,4,2023-10-11,03F0Hspx6mEkiiYqEzVu5u,"Domino Recording Co",8A,https://p.scdn.co/mp3-preview/995e87bd774ec3cfd160a06aea214adeafae860f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485156e4e3118af9dec4a5670a33
29,"Black Treacle","Arctic Monkeys",61,100,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Suck It and See",2011-06-06,03:37,34,89,0,0,53,0,0,-6,G Major,4,2023-10-11,7EUcOIbJSePmXGvAe7G79C,"Domino Recording Co",9B,https://p.scdn.co/mp3-preview/eb52659566332f7d0c2c6f158237e227a34bc268?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a
30,"zombie girl","Adrianne Lenker",54,128,"chamber pop, countrygaze, indie pop, small room","Pop, Folk/Acoustic, Rock","songs",2020-10-23,02:44,54,10,91,0,38,0,10,-19,G#/A♭ Major,4,2023-10-11,3v2OxIsGWJXWfLuRkB59Q6,"4AD",4B,https://p.scdn.co/mp3-preview/d85b37b4d654436670ae5f564865d7396de0baef?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ab009ce861613653b14451b9
31,"Amsterdam","Imagine Dragons",0,115,"modern rock, pop, rock","Rock, Pop","Night Visions (Deluxe)",2012-09-04,04:01,50,78,1,0,20,0,10,-5,E Major,4,2023-10-11,6nYD1UPZzBfnA9aL5TrWTc,"Universal Music Group",12B,,https://i.scdn.co/image/ab67616d00004851dee648abe19dd6e10902c4ae
32,"Feel It Still","Portugal. The Man",84,79,"indie rock, indietronica, modern alternative rock, modern rock","Rock, Pop","Woodstock",2017-06-16,02:43,80,80,4,0,75,0,0,-5,C♯/D♭ Minor,4,2023-10-11,6QgjcU0zLnzq5OrUoSZ3OK,"Atlantic Records",12A,https://p.scdn.co/mp3-preview/47e41f47a7627e34bf34d039b32b9774b9b88768?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851af52c228c9619ff6298b08cd
33,"Breezeblocks","alt-J",74,150,"indie rock, indietronica, modern alternative rock, modern rock, rock","Rock, Pop","An Awesome Wave",2012-09-18,03:47,62,66,10,0,29,0,20,-7,F Major,4,2023-10-11,3n69hLUdIsSa1WlRmjMZlW,"Canvasback/ATL",7B,https://p.scdn.co/mp3-preview/41b5f0cbf5fbe77cfbfd7adc109b44a283e08238?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851028c3bb4b81ee71dd73d1596
34,"I Will Wait","Mumford & Sons",0,131,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana","Rock, Folk/Acoustic","Babel (Deluxe Version)",2012-09-21,04:36,48,78,2,0,43,0,20,-5,C♯/D♭ Major,4,2023-10-11,71O1jD7bF3cdMPvPi186V6,"Universal Music Group",3B,,https://i.scdn.co/image/ab67616d00004851537a75e67ff8c59ff96d7b8a
35,"Simple Man","Lynyrd Skynyrd",0,121,"album rock, classic rock, hard rock, rock, southern rock","Rock","(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition]",1973-00-00,05:57,46,73,0,1,42,0,20,-9,C♯/D♭ Major,4,2023-10-11,6kZFIsYCBeuH0f1zGk1UoM,"Universal Music Group",3B,,https://i.scdn.co/image/ab67616d000048511f43eaa3c2a3188eb28dba82
36,"The Cave","Mumford & Sons",0,142,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana","Rock, Folk/Acoustic","Sigh No More",2009-01-01,03:35,59,50,5,0,35,0,10,-9,E Major,4,2023-10-11,33e9HtOfO1ye1h8xQ7Foc9,"Universal Music Group",12B,,https://i.scdn.co/image/ab67616d00004851cd874e988ed15f2859705217
37,"The Right Stuff","Luxxe",4,124,"phoenix indie","Rock","The Right Stuff",2017-09-08,03:29,57,65,0,0,43,0,10,-6,G#/A♭ Major,4,2023-10-11,2M2FF1St4vm0PAW2YdEHmc,"Luxxe",4B,https://p.scdn.co/mp3-preview/9b22c7b87acb92e52b49f04da0b15a7f9f79093a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485126f2339c72cbbcd22570807f
38,"Mardy Bum","Arctic Monkeys",78,112,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Whatever People Say I Am, That's What I'm Not",2006-01-29,02:55,63,60,3,0,31,0,20,-5,D Major,4,2023-10-11,2fyIS6GXMgUcSv4oejx63f,"Domino Recording Co",10B,https://p.scdn.co/mp3-preview/5c501a54dc6591ab71db5c6df8efeafa73de5dde?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b3fa88bdd4af566fbbf2bbf
39,"Sultans Of Swing","Dire Straits",84,148,"album rock, classic rock, mellow gold, rock","Rock","Dire Straits",1978-10-07,05:48,73,79,6,4,93,0,30,-10,F Major,4,2023-10-11,37Tmv4NnfQeb0ZgUC4fOJj,"EMI",7B,,https://i.scdn.co/image/ab67616d000048519dfee5404d5e0763998c958e
40,"Strawberry Fields Forever - Stereo Mix 2015","The Beatles",33,96,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","Folk/Acoustic, Rock","Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition)",1967-06-01,04:06,38,63,34,0,26,20,0,-10,A#/B♭ Major,4,2023-10-11,7wvgGz8Mkz7VWpGKztBtBg,"Calderstone",6B,,https://i.scdn.co/image/ab67616d0000485148eeac769c253bfc05a0d1fc
41,"Hey You - 2011 Remastered Version","Pink Floyd",64,112,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock","Rock","The Wall (Remastered)",1979-11-30,04:38,59,25,24,0,22,0,10,-17,C Major,4,2023-10-11,5UJmwdqGP7RONuVzYnHjUp,"Pink Floyd Records",8B,https://p.scdn.co/mp3-preview/2702ef348e1ae8f7fceace6d5eeacf73a1581cd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f34e8811de255b34c56301d8
42,"I Bet You Look Good On The Dancefloor","Arctic Monkeys",78,103,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Whatever People Say I Am, That's What I'm Not",2006-01-29,02:53,54,95,0,0,78,0,30,-4,F#/G♭ Minor,4,2023-10-11,3DQVgcqaP3iSMbaKsd57l5,"Domino Recording Co",11A,https://p.scdn.co/mp3-preview/d6470117c2cb86607c7b0837fe68032581b705bd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b3fa88bdd4af566fbbf2bbf
43,"hope is a dangerous thing for a woman like me to have - but I have it","Lana Del Rey",69,87,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,05:24,49,10,96,0,28,0,10,-13,E Minor,4,2023-10-11,0fB77VOZ2FkQeKLv1DuEwp,"Polydor Records",9A,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
44,"bellyache","Billie Eilish",81,100,"art pop, pop","Pop","Bellyache",2017-02-24,02:59,70,57,46,7,41,10,40,-9,E Minor,4,2023-10-11,51NFxnQvaosfDDutk0tams,"Darkroom",9A,,https://i.scdn.co/image/ab67616d000048514adbeb26299adca766cec2c5
45,"Love Again","Dua Lipa",78,116,"dance pop, pop, uk pop","Pop","Future Nostalgia",2020-03-27,04:18,66,67,0,0,47,0,10,-5,B Minor,4,2023-10-11,4rPkN1FMzQyFNP9cLUGIIB,"Warner Records",10A,https://p.scdn.co/mp3-preview/46e92047133c80aca29179d80a11a5decfb2b37f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851383ed92279639a6b02e23ba3
46,"Not The Same Anymore","The Strokes",60,177,"alternative rock, garage rock, modern rock, permanent wave, rock","Rock","The New Abnormal",2020-04-10,05:37,35,61,38,1,28,0,10,-6,A Major,4,2023-10-11,5ncofiedz9Ej6YkvvXMKVn,"Cult Records/RCA Records",11B,https://p.scdn.co/mp3-preview/7682ea8139ccc9c68c0af5ef6c63926f15190ea1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bfa99afb5ef0d26d5064b23b
47,"Chinese Satellite","Phoebe Bridgers",64,120,"indie pop, la indie, pov: indie","Pop","Punisher",2020-06-18,03:37,30,45,74,2,36,0,10,-10,A#/B♭ Major,4,2023-10-11,1scaOnahzG7o8pfwfsL784,"Dead Oceans",6B,https://p.scdn.co/mp3-preview/8f75879917028e3c1abc646b2c64ce7c83d074bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a91b75c9ef65ed8d760ff600
